,Unnamed: 0,c_arm_lateral_m,c_arm_vertical_m,c_arm_wigwag_deg,c_arm_horizontal_m,c_arm_tilt_deg,c_arm_orbital_deg,table_vertical_m,table_trend_deg,table_tilt_deg,table_longitudinal_m,table_transverse_m,quat_w,quat_x,quat_y,quat_z,Tx_m,Ty_m,Tz_m
877,877,0.44,0.04,2,0.13,220,-11,0.2,13,15,0.06,-0.07,0.22391407458556767,-0.02614757051363205,-0.9719013427362012,-0.06772423308013727,0.14560121874194265,-0.07989644304235988,-0.037308845848265826
878,878,-0.19,0.3,6,0.06,270,-43,0.04,-19,-2,0.58,-0.11,0.7465928378219298,0.24999906638293548,-0.5241339424031631,-0.32462780494217647,0.7789577200632986,-0.1028663162631942,-0.1360942719828602
879,879,0.34,0.4,9,0.11,184,-61,0.13,29,-5,0.4,0.04,0.22583319115207026,-0.5487783610811635,0.8041301568362847,-0.034876511430998215,0.3405382244123021,0.09377830572558499,0.15242899248740766
880,880,0.32,0.34,2,0.06,146,-66,0.19,0,15,0.26,-0.04,0.23312649840769614,-0.40703158301252135,0.8652118602187354,-0.17716027519543737,0.4367902241678321,-0.20034548342227332,-0.1755567685016018
881,881,-0.42,0.06,1,0.1,88,28,0.24,10,14,0.41,0.04,0.7705212310514533,0.23086453293965253,0.5854471276953376,0.10124357067383737,-0.017100067520794848,0.044844918858080396,0.41498105398918095
882,882,-0.1,0.26,-1,0.0,103,-58,0.23,15,-16,0.0,-0.08,0.6688553581763306,-0.42162939075257777,0.5520528612775405,-0.2647617892515897,0.21139569240647138,-0.06896884192308383,0.5215566957178184
883,883,-0.22,0.16,4,0.07,55,86,0.3,0,-1,0.31,-0.07,0.6319302818824353,0.33458613626616224,0.3193156759830437,0.6218952768191434,0.17011286992471053,-0.07411094762012382,0.36951766022278715
884,884,0.06,0.3,4,0.15,246,11,0.05,-24,-9,0.14,-0.04,0.7015977498859655,0.00017175890819788226,-0.7067866754811835,0.09062650393832929,0.6672391504527678,0.15338421642360056,-0.04269331131354859
885,885,0.02,0.25,-10,0.14,213,42,0.25,0,17,0.19,0.11,0.25814076865579716,-0.49189318062725224,-0.8191493988402287,0.14282403435658675,0.3038045865568031,0.028460804567538744,-0.14478300864604746
886,886,-0.25,0.26,-6,0.12,154,80,0.08,30,12,0.33,-0.11,0.417924233948611,0.6355377012522025,0.611192492307263,0.21880334163985962,0.17222018107982917,-0.13092965284130642,0.3312671222498615
887,887,-0.42,0.44,5,0.05,134,97,0.02,-22,-2,0.52,0.04,0.1074014402943766,0.7369584289361456,0.6422145677083049,0.18143222885115176,1.0277377122608709,0.04846441675522417,0.004621862048767689
888,888,0.24,0.17,-4,0.12,126,-100,0.11,-1,19,0.23,-0.01,0.19965176089662434,-0.5931131006900364,0.669633155343864,-0.3999343213890856,0.35846732947634585,-0.12444365681694536,-0.24121527464614917
889,889,-0.42,0.26,-9,0.06,161,-44,0.0,-11,15,0.38,0.06,0.023207138621333254,-0.26866002477720063,0.9577276816560106,-0.10020432921549535,0.6325808028802488,-0.1717072895890357,0.007538153080638266
890,890,-0.22,0.28,-7,0.08,-32,80,0.19,-6,2,0.14,0.0,0.7433073459190198,-0.19086964663602687,-0.13158666969245744,0.6274933592119593,0.44137461763533326,-0.02568643134445492,0.18284060753868925
891,891,-0.16,0.4,-10,0.01,201,86,0.13,19,18,0.13,0.07,0.031384036875320855,0.8032448386329618,0.5897354581105251,-0.07761997736462457,0.39210304392769424,-0.1823598675087197,0.32295351010247364
892,892,0.23,0.09,-4,0.07,33,-46,0.29,-28,-9,0.02,0.08,0.8161225264143446,-0.2651391406187442,0.43381832488946204,-0.27467602549389425,0.1125617846968262,0.10473203895615746,-0.11518630385938444
893,893,-0.26,0.35,-6,0.02,193,31,0.26,5,11,0.09,-0.01,0.059626415171326004,-0.3646484092660034,-0.9270959374252024,0.06300278599613776,0.3339898295572077,-0.15887106338436063,0.40278769401738324
894,894,0.48,0.45,-3,0.09,106,28,0.35,-15,-17,0.46,-0.09,0.4619291271808601,0.06512811415517306,0.867810420700896,0.17112826748218268,0.3269513151105592,0.05393888913059719,-0.7996504920528746
895,895,0.37,0.02,8,0.02,-33,-23,0.02,-24,-8,0.46,-0.02,0.9816363499782436,0.07998981995570781,-0.05903883956427835,-0.16280700392719052,0.3779100761238987,-0.02331254570568686,-0.4561014222930945
896,896,-0.06,0.18,-5,0.09,113,-43,0.17,0,19,0.0,0.0,0.45391826416766573,-0.19675865030599102,0.8098815795040497,-0.3151762525394381,0.3000315029607372,-0.1282766386035583,0.27142236737842584
897,897,-0.49,0.21,7,0.05,106,-83,0.2,24,-14,0.66,0.01,0.6521543779581281,-0.47334693095551084,0.45323025707706976,-0.38107700578085135,-0.1446571411847657,-0.038806774469224425,0.4464512629791335
898,898,0.39,0.23,-8,0.13,183,-42,0.24,28,-12,0.61,-0.05,0.19115766497247286,-0.4255396350771152,0.8762302254055744,-0.12081125024766355,0.33690541656972495,0.08287840238728705,-0.6636804593762685
899,899,0.24,0.13,-9,0.08,-8,-9,0.15,-16,6,0.65,-0.02,0.9881101196361385,-0.07853866041535057,0.0675086688965203,-0.11363384142339973,0.2474329527850474,-0.07104870597704105,-0.8912883106789586
900,900,-0.39,0.38,2,0.01,244,-45,0.34,-25,-7,0.4,0.06,0.657265753619807,0.31785693054590314,-0.6384137866293936,-0.2437140493776324,0.666317187611171,0.0876770200490633,0.12356574386382535
901,901,0.09,0.12,-1,0.1,209,45,0.31,7,9,0.34,-0.07,0.17889856415900382,-0.44803517736454124,-0.8733786688359323,0.0668542026214205,0.0855913094954408,-0.07432987167662342,-0.08321515536513806
902,902,-0.12,0.34,-9,0.12,229,84,0.18,6,-18,0.13,-0.12,0.17585093974708374,-0.5355632856572753,-0.7581769938570488,0.3277438939659129,0.404889067165013,0.07039290577530433,0.14469706070856275
903,903,0.13,0.13,10,0.15,28,-72,0.23,25,-17,0.09,0.07,0.9012894934823488,0.037354738521458354,0.0732696621133383,-0.42533919295324973,-0.07083833361710401,0.13112993203626666,0.4953896093244277
904,904,-0.49,0.34,4,0.15,144,-40,0.25,11,-3,0.17,0.0,0.3887241001264634,-0.32887086358743073,0.8554974439634055,-0.09413635023840905,0.19490716409233744,0.08653352850370055,0.8620362035209415
905,905,-0.39,0.06,-2,0.01,268,8,0.29,26,-17,0.17,-0.13,0.5006957174688664,0.05265062921953341,-0.855543183323449,0.12073761311167026,-0.2351021036375821,-0.2402366986667508,0.5215892270489297
906,906,-0.12,0.09,3,0.0,139,-56,0.05,-10,-6,0.59,0.04,0.25210239664990974,-0.4864764833717517,0.8315136718945063,-0.09148784718278359,0.45215009183724286,0.020553170066397675,-0.12873034208678505
907,907,0.22,0.01,9,0.04,24,80,0.15,9,6,0.13,0.01,0.7759516104277827,0.14376260512884112,0.043861079151101455,0.6126235527440976,0.09409063410607055,-0.06465693078491808,0.27796429737695527
908,908,0.37,0.2,-8,0.12,-65,-26,0.04,11,13,0.34,0.11,0.7515734347526561,0.007771142715300649,-0.6172498074305435,-0.23255033163156352,0.4881028482814327,0.0042290086859495535,-0.4731081448368092
909,909,0.47,0.26,-8,0.07,59,59,0.2,-26,15,0.04,-0.06,0.6893481198586193,0.3521740826313174,0.5784877385495639,0.25714688704704924,0.1806290421988639,-0.1561888259806652,-0.5553381034566931
910,910,-0.12,0.01,0,0.01,209,55,0.07,-24,12,0.67,-0.04,0.41515028411252625,-0.4939473735947931,-0.7462730758206612,0.1635320458664436,0.4061207478699139,-0.21403142395775698,-0.38731420602986844
911,911,0.03,0.41,5,0.13,229,-22,0.09,6,-12,0.14,0.03,0.3613869469081934,0.29102997763664074,-0.8830271737836626,-0.0704559229648484,0.5476349797228679,0.21754657887286544,0.3955644983670184
912,912,-0.22,0.01,9,0.01,131,-76,0.14,18,3,0.58,0.05,0.47266633426230253,-0.4776305490530187,0.680730267982798,-0.2916537284493671,-0.10266662223415557,-0.03356556866107163,0.2708346199950032
913,913,0.48,0.09,-6,0.0,-47,-20,0.19,-27,10,0.38,-0.04,0.9580994966009257,-0.026524606877428084,-0.17639320006882317,-0.22411434316556028,0.05169680108464658,-0.1512491537543743,-0.7817208793347838
914,914,-0.38,0.04,6,0.05,-21,0,0.12,-10,-8,0.41,-0.02,0.9925862566922175,0.05698636912454059,-0.09196324893822105,0.0553880637363306,0.3884728222652868,0.014830181344422044,0.41040383097245137
915,915,0.14,0.05,6,0.13,251,17,0.26,-5,-15,0.38,0.03,0.6030991838108755,0.014766027002794528,-0.7873084258472691,0.12727443389425755,0.11675815729816458,0.13577605502376167,-0.018687481785466302
916,916,-0.25,0.22,1,0.07,-43,-71,0.27,5,-9,0.46,-0.11,0.7815682119882384,0.2677560299277438,-0.30626277553702197,-0.4729280608794541,0.1967218743935628,-0.06830829597127819,0.19619862354631495
917,917,0.21,0.34,-3,0.03,-45,92,0.19,-20,-14,0.51,-0.05,0.5761155656600653,-0.15332056011163092,-0.15425376517164333,0.7879019207881207,0.45847052194487403,0.040703722281823174,-0.6482346278022261
918,918,0.25,0.25,7,0.01,7,52,0.03,25,-10,0.51,0.0,0.8363683642229089,-0.0011706517653709179,-0.16680208232369428,0.522172054244594,0.3365216290302441,-0.0004611314733911076,0.0089768964905656
919,919,0.5,0.26,-3,0.13,135,-32,0.01,13,5,0.29,0.01,0.4516145794880925,-0.21112193404512042,0.8484780769044441,-0.1776422066159316,0.5867624932180054,0.002883762043929261,-0.37209048431108716
920,920,0.05,0.25,8,0.02,133,-40,0.08,-8,14,0.61,-0.11,0.32479012698110066,-0.18014724258316875,0.9234899389473574,-0.09604518243143363,0.5162405835335908,-0.33557517214992805,-0.18464219942976143
921,921,0.07,0.07,5,0.02,150,-2,0.35,-1,7,0.51,0.04,0.2526684632147685,0.05383549292216256,0.9657971319951816,0.022277504985896365,0.02961480982849274,-0.037155235427623,-0.099862512215702
922,922,-0.37,0.32,-9,0.12,35,-69,0.15,-4,-2,0.7,0.11,0.7720596102785435,-0.2547967487046174,0.22701522676289507,-0.536159175846027,0.5133728466245105,0.15648983250727966,-0.2751409237046907
923,923,0.18,0.2,8,0.03,-65,-77,0.25,11,6,0.0,0.05,0.5677631344364378,0.40724565342396607,-0.4639059098561168,-0.5445982994306598,0.16303438323354835,-0.037865772509760864,0.4436718437838172
924,924,-0.08,0.02,-4,0.1,169,-11,0.27,7,15,0.52,-0.02,0.14448631044980312,0.03323159498634609,0.9865278677267765,-0.06915297091034137,0.015492237586606894,-0.02909915448547218,-0.18485716774071362
925,925,-0.24,0.35,-8,0.02,-60,-50,0.32,-12,-10,0.33,0.09,0.8703842301373999,0.1539994993050371,-0.37960330258982666,-0.2731607197325782,0.4236936288908013,0.11147212165464881,-0.05238708691936034
926,926,0.41,0.08,0,0.05,115,64,0.33,0,-18,0.18,0.06,0.4055051618692912,0.32953929138066906,0.7763459192310322,0.35250025932899715,0.05989445306451624,0.08566630095538841,-0.24000000357627863
927,927,-0.2,0.12,7,0.15,-41,-98,0.07,-8,-2,0.53,0.09,0.6215651985437712,0.25287058068285745,-0.13966587768885977,-0.7281528795478031,0.46447906396221506,0.1724514221082829,0.149268724397688
928,928,0.48,0.26,-2,0.04,95,92,0.07,-4,-18,0.66,0.04,0.38264811518862285,0.4477846839925073,0.6145564477783033,0.5247758275858735,0.4714763853362887,0.18789634938456024,-0.8852733273286058
929,929,-0.5,0.41,2,0.04,-27,98,0.06,10,-7,0.61,-0.01,0.5792614954961482,-0.2141850301007409,-0.23467910730481936,0.7506707729164123,0.48287314144858695,0.02535980661103987,0.41122829220430135
930,930,0.49,0.04,-5,0.07,206,98,0.36,-7,-16,0.16,0.08,0.11845802443584286,-0.6338769974628363,-0.7182185541129227,0.2613996118248833,-0.03767967346358747,0.08645348153205368,-0.44611197099750516
931,931,-0.21,0.23,-8,0.1,154,95,0.0,-16,-6,0.43,-0.1,0.10555354851787793,0.6787110300224771,0.7263271544586575,0.025664193287569536,0.6170275788284789,-0.01515651761050929,-0.2840891216975719
932,932,-0.25,0.07,5,0.02,-73,-6,0.09,30,18,0.64,-0.1,0.6050078572041582,-0.0413650483341499,-0.781822367093863,-0.14494209812644293,-0.16965385559465496,-0.14128023412690038,0.18264473779599377
933,933,-0.18,0.1,7,0.06,194,-12,0.06,29,-14,0.63,-0.09,0.12927158412389422,-0.24441148849864971,0.9591992083913431,0.059065729906553795,-0.0739395607700501,-0.11094559094888101,0.2117231254292138
934,934,-0.43,0.44,-4,0.11,132,-49,0.24,9,7,0.64,-0.11,0.4056049894213935,-0.3256239576704055,0.8157717850256249,-0.2529229635751541,0.3903515720475996,-0.13889609028292438,0.11428114241044818
935,935,-0.21,0.43,3,0.11,-82,34,0.02,-8,6,0.59,0.09,0.7791250285784538,-0.18836871245159473,-0.57165810421523,0.1751811345350898,0.8070924858810136,0.027634927935409115,-0.06661753384385147
936,936,-0.41,0.09,9,0.04,221,-71,0.17,29,-2,0.28,-0.01,0.04947620040814283,0.6259160883970645,-0.7702204143925847,-0.11198959385499556,-0.3188486022900505,-0.0716352087209624,0.749132959528797
937,937,-0.36,0.09,0,0.05,151,-50,0.05,16,-15,0.52,0.12,0.36497167621709875,-0.496400110977961,0.779192094681627,-0.11507512748638367,0.12195246591104364,0.15359007757784027,0.28459573263560733
938,938,0.08,0.26,4,0.05,-18,29,0.09,7,-2,0.67,-0.01,0.9411093647893298,-0.0167170550468992,-0.21844078196948238,0.25752151045872684,0.42418709763541496,-0.020488244400333144,-0.2243844234322305
939,939,0.17,0.4,2,0.05,-72,-39,0.33,-30,5,0.53,0.1,0.8603880488160494,0.11526393393070909,-0.33944561447623667,-0.3622475752881983,0.4533557427402233,0.025544327032017033,-0.5739671578474578
940,940,0.42,0.44,9,0.07,-57,-23,0.01,24,-18,0.44,-0.08,0.7563683844179391,0.2972044706534419,-0.5800992317380176,-0.05532857321101027,0.5500686251768739,0.10563875689187952,0.05775657663943262
941,941,0.36,0.04,6,0.15,151,43,0.12,2,2,0.39,-0.02,0.23214968512496573,0.3795476071516486,0.884382889067125,0.14112775463076765,0.22448943340690486,0.03466991925872587,-0.21614063318267535
942,942,-0.27,0.36,-5,0.08,217,86,0.01,-3,3,0.47,0.11,0.2282739839663733,-0.667108521083898,-0.6606595193420184,0.25765521311269374,0.685685284554989,0.0678102102946958,-0.028210879311011697
943,943,0.46,0.43,4,0.09,42,-99,0.04,13,-7,0.32,-0.04,0.6837141868354218,-0.18121062530969329,0.17531340211186594,-0.684808609054246,0.6609622764994209,0.06464482401086125,-0.1404312537894779
944,944,-0.28,0.06,-9,0.12,-55,-13,0.35,-4,16,0.1,0.12,0.8808155274065241,-0.07949864722786833,-0.4272493504752373,-0.18788816963021718,0.050580276647073985,0.1028866136806772,0.2671662714786621
945,945,0.22,0.08,10,0.11,18,47,0.18,21,15,0.18,-0.13,0.9492564895481564,0.056991146093686974,-0.06466642771152381,0.3024605419631941,0.023192055355176322,-0.15209689727904574,0.3101429408126848
946,946,-0.3,0.15,-8,0.13,-35,17,0.15,-30,-4,0.65,0.02,0.9730959764267515,-0.06337965904003251,-0.03657345106099648,0.21847110142882784,0.48747307323540773,0.10031263443034732,-0.4952419113669312
947,947,0.29,0.12,0,0.13,137,-77,0.09,5,9,0.16,-0.06,0.2974683494976418,-0.5108481369116782,0.7573635086227064,-0.2773937235550214,0.3320639405908574,-0.07274662698326195,-0.062070045057226436
948,948,0.17,0.16,-6,0.15,-86,-50,0.09,7,4,0.37,-0.08,0.6276011082600906,0.24586451915200505,-0.6825747276253984,-0.28241676356047324,0.3728689959244994,-0.04694401591352437,-0.30440349284420876
949,949,0.39,0.44,4,0.15,7,-89,0.36,12,20,0.31,-0.02,0.5844862125032777,0.05305838395589595,-0.016429784911916864,-0.8095003010829027,0.3502234503045769,-0.10833186285702379,-0.135758776689867
950,950,-0.07,0.02,9,0.09,76,-19,0.31,4,-10,0.49,-0.1,0.8079937145912657,-0.08852727185358128,0.5823573020507947,-0.013002002433848903,-0.030690857967807683,-0.09242504966297105,0.18535077528032198
951,951,0.44,0.38,-9,0.15,-21,-81,0.23,-10,-1,0.68,0.08,0.7736446474359804,0.0056263808266212734,-0.12171444025282997,-0.6217940964389994,0.3986943736255557,0.14339883892793925,-1.120830785900678
952,952,0.02,0.36,3,0.11,249,33,0.18,1,-15,0.45,0.09,0.51939469547039,-0.1148159800679847,-0.8208989337426517,0.2077772403763861,0.4534954662883363,0.27225904834093395,-0.02551288737150474
953,953,-0.12,0.22,1,0.06,-43,-47,0.19,13,-12,0.52,-0.04,0.841370849836699,0.23850644578941452,-0.4044409604557584,-0.26765141110705093,0.20211328073602963,0.008638147206249558,0.06217887403489064
954,954,-0.19,0.42,-8,0.12,-10,57,0.2,4,4,0.57,0.1,0.8844709245818455,-0.12172453652754649,-0.06939482384482365,0.44506030962110665,0.5036066536377082,0.08709736834323434,-0.2124018411590784
955,955,0.31,0.45,-3,0.05,133,98,0.06,-7,-4,0.57,-0.13,0.2332925145178795,0.6789072469252035,0.6493406867704217,0.2510303273448905,0.6950742410508042,-0.10159344326462771,-0.7086823855797764
956,956,0.43,0.41,-10,0.14,59,68,0.26,-21,9,0.53,-0.03,0.6781666157742307,0.33412934103446024,0.5524363625132704,0.351086442464403,0.31121978831145114,-0.05454643880329835,-1.074561290057687
957,957,0.18,0.14,9,0.01,195,16,0.12,-30,-17,0.23,-0.01,0.3878862695460679,-0.002203162809229335,-0.921085818345822,0.03376837593782758,0.4986995240291695,0.08563080616141772,-0.09990532986752831
958,958,-0.16,0.35,4,0.15,4,95,0.3,-24,-19,0.63,-0.03,0.5332215438132571,0.17593463371954793,0.1693610735004375,0.8099621081594833,0.5338543315121314,0.26332419433215226,-0.25036596932619726
959,959,-0.29,0.43,8,0.11,60,-51,0.03,-10,8,0.03,0.06,0.7257337520013544,-0.15088261492069635,0.5555361241095211,-0.3767287784734531,0.8498032662328266,-0.05396457249339326,0.6795269023070433
960,960,0.33,0.22,4,0.06,111,2,0.05,12,-19,0.48,0.0,0.6325947656542625,-0.09585700376125186,0.7540568429484974,0.1484371075549815,0.4073843745344603,0.15482309418647144,-0.23449877107782222
961,961,0.19,0.43,1,0.03,83,45,0.0,26,-14,0.28,-0.12,0.7613559774102591,0.1323934982087665,0.45843296730665273,0.43891713543689764,0.542822333038528,-0.006344163044909257,0.25097827917052395
962,962,-0.3,0.13,-3,0.08,-90,-54,0.32,-12,-11,0.21,0.08,0.7302783252546855,0.3241239627079508,-0.5394328608729869,-0.2657995731224779,0.23668562934698756,0.14833277357813346,0.2980789480973256
963,963,-0.01,0.15,1,0.12,195,50,0.18,27,-17,0.48,-0.07,0.08266489658023539,0.2794501965850028,0.9544191153272557,0.064484531477874,0.020425832519437914,0.013615990231471864,0.033020411722450294
964,964,0.04,0.42,-8,0.03,17,9,0.12,-19,18,0.25,0.09,0.945910659814826,0.0041440926010726355,0.31602872410635935,-0.0732236006004963,0.5654908760602748,-0.1892030103812148,-0.39210054895698526
965,965,-0.42,0.19,5,0.1,182,-85,0.35,-19,3,0.52,-0.03,0.1009967516688558,0.639593411789311,-0.7455954566127064,-0.15750345655425485,0.4489834600454853,-0.039833531755679275,0.25578499699141133
966,966,0.44,0.31,0,0.01,200,-42,0.26,-4,-1,0.42,0.07,0.1947450986086066,0.3584922955863679,-0.9100857118021998,-0.07281220877451562,0.3571541580535317,0.012969754262647015,-0.5419905252728526
967,967,0.26,0.22,1,0.03,117,59,0.11,1,0,0.1,0.01,0.45751731033185006,0.4214947737359591,0.7358621894739092,0.26744514309040424,0.41701144648752153,-0.0352330273046888,0.025752051669766574
968,968,0.43,0.44,-5,0.11,10,87,0.02,11,-18,0.38,-0.09,0.614465232582291,-0.040283988611790986,0.01710766242155222,0.787729018188099,0.6968595693379396,0.19927472161184734,-0.43882001041452545
969,969,-0.03,0.34,8,0.0,-4,12,0.07,-7,-16,0.52,-0.01,0.9692179048265965,0.06848169372093814,0.028520533159841443,0.23476262431854922,0.6483118439494135,0.11136632699807492,-0.018872701646465054
970,970,-0.42,0.37,-3,0.13,192,3,0.12,-2,7,0.4,0.12,0.12266345369444895,-0.08874924326397732,-0.9882315440298775,0.021809730217167166,0.5865612592427114,0.08886327593501542,0.26121114967016595
971,971,0.39,0.03,10,0.03,52,41,0.05,-14,16,0.47,-0.12,0.8095334777421217,0.3313113778415674,0.4374953414145431,0.20853332004272176,0.3090553845466404,-0.308289080192516,-0.34685673718060867
972,972,-0.34,0.04,10,0.05,144,-67,0.07,0,0,0.14,0.07,0.30245439875627345,-0.500467056941233,0.8049197656326509,-0.10078805724608483,0.27999999880790705,0.021452018200684764,0.8191546784933523
973,973,0.09,0.44,-8,0.09,-30,26,0.14,-16,-4,0.35,0.02,0.949336174850607,-0.08622855452034459,-0.10708677767026221,0.28259137558239383,0.6052598609339856,0.06884164916925606,-0.5104244100054525
974,974,0.36,0.32,-3,0.12,188,-29,0.04,4,19,0.14,0.06,0.04246014944761174,0.08434697794648527,-0.9954851588060164,0.009592789851857946,0.5677001260803014,-0.12466274479299955,-0.18654320521298087
975,975,0.46,0.24,-1,0.07,-71,69,0.31,5,5,0.22,-0.11,0.6657269670635471,-0.3763451814859498,-0.48726589766963563,0.4215967915732788,0.244549141310346,-0.14540327418348964,-0.3274347489285907
976,976,-0.35,0.04,1,0.06,110,26,0.31,18,-19,0.23,-0.06,0.638754690295663,0.047731298222205565,0.7177372086108521,0.27307044543636866,-0.19623613824030728,-0.10925235606117378,0.502447986350345
977,977,-0.13,0.19,-5,0.07,184,-71,0.1,-4,-3,0.18,0.05,0.08216734748325386,0.5997776327507544,-0.7959318016656366,-0.002808087740993157,0.4260610608271268,0.06658030844201002,0.12732950399082843
978,978,0.07,0.05,-3,0.13,147,39,0.29,23,6,0.37,-0.02,0.45739071199309655,0.33566582446486287,0.8163307578500525,0.10828797096968401,-0.03394102754420891,0.026113710186217887,-0.12833517560154883
979,979,-0.15,0.39,-1,0.13,76,12,0.16,13,11,0.53,-0.13,0.8526286096785906,0.09806624052694435,0.5132306629174274,0.0013240346684207586,0.4074184901717952,-0.17285564829141742,0.07215392560024902
